teaching_method,effectiveness_score,class_size,student_engagement,instructor_experience_years,course_difficulty
Lecture,63.8,15,0.9644806056526111,8.36133480864598,Intro
Lecture,87.6,45,0.7718631402305106,9.883587007760308,Advanced
Lecture,68.4,15,0.5233132974900178,3.036376156683753,Intro
Lecture,59.3,35,0.7388623892423644,14.208076570455962,Advanced
Lecture,56.5,15,0.9244645571513134,7.387250386609069,Intro
Lecture,76.6,45,0.6552944329569181,1.675655454357063,Intermediate
Lecture,62.7,25,0.7040820778203746,13.774372870592016,Intro
Lecture,73.7,45,0.4284512421624297,8.517039569373374,Intro
Lecture,77.7,25,0.6699793458921457,8.807328092726229,Intro
Lecture,61.1,15,0.4052374923898531,4.4075854899153155,Advanced
Lecture,76.0,45,0.5163831952398078,2.4160361698110773,Advanced
Lecture,56.9,25,1.0427032920154709,11.32199390592829,Advanced
Lecture,60.4,25,0.6646378888732473,10.05158683445206,Intro
Lecture,76.8,25,0.9198909018503909,9.158877478779555,Advanced
Lecture,77.0,25,0.6819848665508923,4.619091716508718,Intro
Lecture,70.1,25,0.6574383593822182,6.104513656442469,Intro
Lecture,64.9,45,0.8537529018781579,14.139145179128139,Intro
Lecture,70.9,25,0.8205961909772924,4.116067457951453,Advanced
Lecture,75.3,15,0.5937258905348929,3.6004648831918145,Advanced
Lecture,65.2,25,0.6132252396640363,8.906367816040035,Advanced
Lecture,62.5,15,0.5990157700402784,8.935119315833697,Intro
Lecture,69.4,35,0.9065068984004196,7.491942945506307,Intermediate
Lecture,83.2,45,0.9545079919459216,8.024401472516518,Advanced
Lecture,61.2,15,0.877401363169654,5.476300443558493,Intro
Lecture,75.3,35,0.7663785731234725,0.9822626487586419,Intermediate
Lecture,85.4,15,0.7038889773499488,6.475729735830523,Intermediate
Lecture,65.6,15,0.8097687152535094,5.380833000906813,Advanced
Lecture,85.2,35,0.8141880760051889,13.006830405317764,Intro
Lecture,49.6,45,0.6710036039979874,10.582070466741996,Advanced
Lecture,60.8,45,0.6669246186514304,7.9461369768973995,Advanced
Lecture,79.6,25,0.7751082353134041,3.8171772669830464,Intermediate
Lecture,56.3,45,0.8548689158547237,1.8266018722901247,Advanced
Lecture,78.7,25,0.6091619277365706,8.878474132363445,Advanced
Lecture,74.1,15,0.8782130250272043,8.594050441418705,Advanced
Lecture,80.7,35,0.7348577133462418,7.628432484358594,Intermediate
Lecture,55.7,45,0.6890896692877699,12.072147244210342,Intermediate
Lecture,76.8,35,0.8253876097805091,4.8022076093733315,Advanced
Lecture,67.3,25,0.7774923319862282,10.68080839918582,Intermediate
Lecture,80.9,15,0.4600209900670919,7.856616630370972,Intermediate
Lecture,63.3,35,0.9745219516743477,6.770144223024213,Advanced
Lecture,65.2,45,0.6968236156094646,7.270594270859032,Intro
Lecture,80.1,45,0.7702831196996613,8.243343078406957,Advanced
Lecture,72.1,45,0.8252973516687697,8.09162250789332,Intro
Lecture,76.4,45,0.7280033245463584,6.027354810265889,Intermediate
Lecture,74.3,25,0.6038316630893874,11.401229572158721,Intro
Lecture,81.2,45,0.8388187957688227,11.93086430266682,Intro
Lecture,65.3,15,0.7592029845918937,6.5608133673776114,Intermediate
Lecture,61.5,25,0.945379176162854,7.3414886035690445,Advanced
Lecture,62.2,15,0.5715139450773503,4.723884038141681,Advanced
Lecture,50.8,45,0.7453612151887998,14.30393921566295,Intermediate
Lecture,71.5,25,0.714185172708176,11.124588481883892,Advanced
Lecture,66.1,25,1.1212103704216934,5.902438364110938,Intro
Lecture,68.3,35,0.6098653679199103,13.099281860567384,Intro
Lecture,52.7,15,0.7242686881896285,3.859474241590722,Intro
Lecture,71.5,25,0.7807496799179962,7.159465933209104,Intermediate
Lecture,66.5,25,0.832318404576784,7.514128759180957,Intro
Lecture,78.6,45,0.47467166050391296,6.8169631526936305,Intermediate
Lecture,71.1,25,0.7628319672435921,4.917917967211283,Advanced
Lecture,66.8,45,0.7409523693156829,9.723026226883354,Intermediate
Lecture,75.1,45,0.747588555982087,12.704137833488026,Intermediate
Lecture,67.0,25,0.9460266242838955,6.569236484373298,Intermediate
Lecture,75.4,45,0.6850910053689361,1.1117542730484686,Intermediate
Lecture,76.4,35,0.788346435271061,4.392428075793157,Intro
Lecture,67.4,25,0.6736099311087942,8.890615082174223,Intro
Lecture,66.9,35,0.7377035416081317,5.189622690814648,Intermediate
Discussion,66.6,15,0.6804232524757453,14.351364499400061,Advanced
Discussion,68.3,25,0.8000330671363032,11.825508394449965,Advanced
Discussion,84.8,15,0.7205448902810531,5.6407728536225905,Advanced
Discussion,76.7,45,0.6929243352232382,5.962828960766645,Advanced
Discussion,56.4,45,0.8146951440181545,8.689725400869436,Advanced
Discussion,71.5,25,0.6836204983640317,10.461745017917803,Advanced
Discussion,59.7,35,0.7251899945190269,7.566941970945773,Advanced
Discussion,66.8,35,0.6994200977185667,9.084703544786057,Intermediate
Discussion,67.2,15,1.0729306289924412,5.98780568572712,Intro
Discussion,89.9,15,0.7289049323468242,5.633776764575089,Advanced
Discussion,65.2,25,0.8575678031193296,6.486812202031409,Intermediate
Discussion,66.4,45,0.6438676016447671,6.428223937373688,Intro
Discussion,59.1,15,0.7034182363934662,3.6534001755233074,Advanced
Discussion,57.7,15,0.9103732265705367,8.208542013464934,Intro
Discussion,67.6,25,0.7920018334242901,12.202502165448761,Advanced
Discussion,70.9,15,1.0289954175078169,4.838743801063618,Intermediate
Discussion,73.1,25,0.6703291735027204,6.538099691333853,Intermediate
Discussion,92.9,35,1.0366276654785547,5.938641312258879,Advanced
Discussion,80.2,15,0.7434238427845664,4.701176146116203,Intro
Discussion,60.8,25,0.7325464515961616,-0.8618123559097803,Advanced
Discussion,86.9,35,0.8157755227037262,5.817710508877693,Intro
Discussion,75.9,45,0.7181890534446418,6.001330772920365,Intermediate
Discussion,69.8,25,0.8836094311538637,11.005017666804974,Advanced
Discussion,77.9,45,0.729610236307561,7.981589856394171,Intermediate
Discussion,70.1,15,0.6608691700939064,10.65191310559823,Intro
Discussion,70.8,45,0.7415166392771744,8.033402689660118,Intermediate
Discussion,77.0,45,0.4052326977605548,7.094001614886523,Advanced
Discussion,82.4,25,0.6543117149098107,13.55951724880259,Intro
Discussion,69.7,35,0.8225856311861969,6.828579269732149,Intermediate
Discussion,85.8,15,0.9443557584703113,8.1843599479024,Intermediate
Discussion,72.0,15,0.8757237563722644,6.491491234290336,Intermediate
Discussion,81.7,15,0.7781091827579616,6.490058913264795,Intermediate
Discussion,71.1,35,0.7537090092483427,11.313599180947431,Advanced
Discussion,71.1,15,0.7063741594384466,8.198936389361716,Advanced
Discussion,81.6,45,0.7399569624040058,5.006611448248824,Intermediate
Discussion,61.3,45,0.841047272555549,8.74846215995722,Advanced
Discussion,73.1,35,0.634909987193693,11.099744203412405,Advanced
Discussion,62.8,35,0.7425461209397809,5.986930846200573,Intermediate
Discussion,74.3,25,0.9014321653643212,5.99115024542612,Intermediate
Discussion,90.3,35,0.8679644318895873,6.0893891394103825,Intermediate
Discussion,78.6,25,0.8044375083532032,7.272642221243336,Intermediate
Discussion,79.5,15,0.6078510226826377,9.38349226248606,Advanced
Discussion,63.7,25,0.9033247443780988,8.122691175936588,Intermediate
Discussion,68.6,35,0.45051309209688184,8.635311843772833,Advanced
Discussion,75.6,25,0.6481769107083217,12.139687440466338,Intro
Discussion,68.7,15,0.7945980472191633,8.429039230440827,Intermediate
Discussion,74.4,25,0.875172832192402,10.335413207202024,Advanced
Discussion,82.7,15,0.6772395670246407,6.370413329193442,Intermediate
Discussion,71.8,35,0.8202071476988317,9.5452817822736,Intermediate
Discussion,69.8,45,0.5954738357786622,8.952547388669903,Intro
Discussion,88.9,15,0.8100896041928803,7.203039699590821,Intro
Discussion,63.1,45,0.9119297701517277,8.92028533987278,Intro
Discussion,62.3,25,0.741341486284596,3.444631354093401,Advanced
Discussion,72.4,25,0.9744541881791015,9.467178505130232,Intermediate
Discussion,65.7,45,0.8020388643122124,4.060157730874702,Advanced
Discussion,85.1,25,0.8623521837110468,11.961424410641365,Intermediate
Discussion,77.3,35,0.789924218777645,7.4533579074182565,Advanced
Discussion,84.6,25,0.43182561697665883,5.7736402630430685,Advanced
Discussion,87.5,35,0.9265932325726146,10.273612367672836,Intermediate
Discussion,80.0,35,0.8402170280612024,9.185887682579729,Intermediate
Discussion,86.8,25,0.771953273796891,8.029804345211195,Intro
Discussion,72.5,35,0.5737462831528423,-0.015603992745825579,Advanced
Discussion,74.3,45,0.7438696183894865,10.98183892636755,Intermediate
Discussion,79.4,15,0.7003674301022896,8.282974228207907,Advanced
Discussion,93.3,15,0.4619642954793105,6.355976276119344,Intermediate
Project,75.6,15,0.8968241890526887,6.095141428174355,Intro
Project,81.0,35,0.7785355526784165,8.761410488241042,Advanced
Project,71.2,15,0.4612810614569751,6.127691290822759,Intermediate
Project,69.3,35,0.5960765687105356,6.605765517644065,Intro
Project,70.7,15,0.47781292641732986,11.730142022895135,Intro
Project,72.1,15,0.7065598921378426,4.559028417930053,Advanced
Project,82.7,35,1.081360750443569,7.87237898365108,Advanced
Project,65.9,15,0.7531069154987681,12.978734190579214,Advanced
Project,67.9,45,0.6066977680924828,1.8945398700369651,Advanced
Project,82.8,45,0.8896141557522652,6.610424667299066,Advanced
Project,81.7,25,0.5347992442528327,8.711186136515435,Intro
Project,82.9,25,0.7984537772976044,13.643931877219403,Advanced
Project,67.5,45,0.5618581117978187,4.576347793654617,Advanced
Project,77.7,25,0.9532278591069304,7.281525967459148,Intro
Project,64.1,25,0.717040550930103,5.859734169720094,Intermediate
Project,65.8,25,0.6428477247912838,13.690069432621979,Intermediate
Project,75.0,15,0.7068782799247353,7.112393350708328,Intermediate
Project,79.8,45,0.734895244390747,5.7637949168523,Advanced
Project,86.6,35,0.6236837454894111,7.917885817857822,Intro
Project,74.0,45,0.4014603353402807,9.770174196124842,Intermediate
Project,81.8,45,0.7998010229664806,12.577606770486444,Intermediate
Project,70.2,25,0.8458027641211906,4.8638804950034285,Intermediate
Project,89.8,25,0.9166506701702819,11.025195673236066,Advanced
Project,84.2,35,1.0509514979271226,8.969013832701282,Intermediate
Project,71.4,45,0.927147172384918,9.858252793664487,Intermediate
Project,74.6,15,0.8353795318805992,4.264970166195868,Advanced
Project,80.1,15,0.9583461872160999,5.810310083500434,Intro
Project,73.3,35,0.6796120122324207,5.456476477633681,Advanced
Project,68.8,35,0.5420725010385685,6.095584703688444,Advanced
Project,80.7,15,0.8222611805592307,10.634370996569789,Intermediate
Project,78.4,15,0.5471789928116731,9.491580399067011,Intro
Project,73.3,15,0.7284106186691156,6.398831310763876,Advanced
Project,80.0,15,0.697107246731868,2.0014411917527335,Intro
Project,65.3,15,0.7719918095244205,6.7266363693442,Advanced
Project,80.8,45,0.77952718898477,5.0467843597147795,Intermediate
Project,79.2,45,0.7687500095263747,12.657035841369071,Intermediate
Project,70.6,15,0.6185840313168643,5.403176138379798,Advanced
Project,62.6,15,0.6022845904553578,10.037601303295867,Intro
Project,81.9,45,0.7030607265866979,11.078051224144442,Advanced
Project,71.4,25,0.7854443791766068,8.55814705040482,Intro
Project,82.3,45,0.7804987422302857,5.732904852004396,Intermediate
Project,85.7,15,0.5426619787717276,6.225879464752396,Intro
Project,94.3,35,0.7530593067170854,12.224679379718513,Intermediate
Project,62.5,15,0.6821774992348483,10.38051513364943,Intermediate
Project,84.1,25,0.738323426987899,14.610082818239903,Advanced
Project,70.9,15,0.8358051739213053,4.974495459390415,Intermediate
Project,82.9,25,0.7931149993285018,9.539517048085997,Intro
Project,79.9,25,0.7279135270542207,9.770564476789403,Intermediate
Project,91.3,25,0.7161969332649496,8.191432952772633,Advanced
Project,81.2,45,0.4552717870652995,10.023589339105083,Intermediate
Project,88.3,45,0.8077839296845678,9.442881162392187,Intro
Project,78.0,25,0.7660266910454816,9.529848845827914,Intro
Project,70.4,25,0.5572472141287348,6.197643639874789,Intro
Project,98.4,15,0.8475458402877982,4.60747538185555,Intro
Project,81.1,15,0.7533934420816304,2.4193172329915615,Intermediate
Project,74.2,45,0.7966310855227403,4.734511180828366,Advanced
Project,72.6,45,0.9762977740289176,14.756525606724955,Intro
Project,86.3,25,0.8538357213835341,6.459178416821731,Advanced
Project,59.7,45,0.8208345371573773,12.206252953571383,Advanced
Project,66.4,25,0.6348867079211253,7.790460800000458,Advanced
Project,77.0,45,0.6963442177275301,6.884475067801217,Intermediate
Project,59.8,35,0.6733042326271359,11.160712935615376,Intermediate
Project,70.6,45,0.8273199715534025,7.775768119355682,Intro
Project,77.7,45,0.8710003698433524,7.217220856895233,Intro
Project,86.0,25,0.699606848523448,8.04432691073428,Advanced
Lab,78.0,25,0.5912104948155371,5.592889713026636,Intermediate
Lab,87.1,15,0.5951430237827791,8.20694839705858,Advanced
Lab,86.5,45,0.9993540878157343,4.32492479421799,Advanced
Lab,77.2,45,0.6584789253038544,5.728287916887309,Intermediate
Lab,76.9,45,0.7115729784958985,5.759711731764857,Intro
Lab,81.2,25,1.1552864709782358,4.812605493617373,Intermediate
Lab,80.9,15,0.9991356720328751,4.68506576087592,Intermediate
Lab,62.6,15,0.6206444477312717,9.89917320865696,Intermediate
Lab,81.5,45,0.7090414258355809,7.241101513728261,Intro
Lab,86.8,15,0.45058950423263644,4.550947922707115,Intro
Lab,71.4,35,0.8682444940192365,6.985010073401868,Intermediate
Lab,73.4,25,0.9384364976647492,9.18100258512558,Advanced
Lab,82.7,15,0.7491029200403666,7.997041722882109,Intro
Lab,84.9,45,0.7366669045758609,9.75640414326586,Intro
Lab,80.7,25,0.8704813097330073,3.1427656868702973,Intermediate
Lab,84.4,45,0.9815215413896371,12.248096650716256,Advanced
Lab,83.3,15,0.9434372548949842,8.648168886517213,Advanced
Lab,79.1,15,0.7584647312218443,5.343033501709714,Advanced
Lab,81.3,45,0.8934751087067072,5.367716582825441,Intro
Lab,81.8,25,0.6802364597331512,11.14265968137073,Intro
Lab,82.4,15,0.9493139542948443,2.5748498325752838,Intermediate
Lab,80.6,35,0.4738069257601907,8.810095894339227,Intermediate
Lab,84.7,25,0.3685086445245693,-1.523931259324197,Intro
Lab,89.2,45,0.83457524166117,2.7487159657996028,Advanced
Lab,85.3,35,0.6943271904345041,3.841761755117,Advanced
Lab,63.7,15,0.49850185887383025,3.2341915854897634,Intro
Lab,71.1,15,0.6989815715299605,7.192767418279466,Intro
Lab,86.3,45,0.6260436116785584,7.3824649905354525,Intermediate
Lab,75.1,45,0.649720498283163,4.584978034640736,Advanced
Lab,91.0,45,0.7682477746147892,4.639797925223146,Advanced
Lab,70.0,35,0.8161279302348197,12.130285261670618,Advanced
Lab,88.8,15,0.9888208525086318,8.179876202199427,Intermediate
Lab,75.0,25,0.7819555891489121,5.057212162112384,Intro
Lab,91.0,25,0.5209205388453766,4.170133185578468,Intermediate
Lab,75.9,35,0.6901918081390095,8.27844662238414,Intro
Lab,74.3,25,0.19180081586199627,11.41068461153763,Intro
Lab,82.8,15,0.8809571891035579,6.150227599249268,Intermediate
Lab,70.3,25,0.693416972856951,9.880926664375492,Intro
Lab,74.2,35,0.852676045215498,13.207713653839178,Intro
Lab,88.7,35,0.8483327606729114,4.277177894214018,Intermediate
Lab,93.8,15,0.7706783485748216,14.934773006743363,Intro
Lab,80.0,35,0.8772558390786684,6.78810623874133,Intro
Lab,78.0,25,0.7101557989574954,7.519342009590732,Intermediate
Lab,70.0,15,0.903620601036617,13.536512299747343,Intro
Lab,86.7,45,0.5779568048141582,10.018601200533622,Advanced
Lab,78.5,25,0.91242005509378,12.337114865633346,Intermediate
Lab,72.5,15,0.8200601954141072,10.236767770646106,Intermediate
Lab,84.4,15,0.6560529411005351,5.002900752620123,Intermediate
Lab,71.6,15,0.742088801999494,4.914641297769393,Intermediate
Lab,83.4,15,0.5099292322542861,4.225582428186735,Intro
Lab,78.9,25,0.3965564605705812,6.954944864481746,Advanced
Lab,83.7,15,0.7460875765330395,5.799196536918854,Advanced
Lab,70.6,15,0.7660519311668792,12.389403543222805,Intermediate
Lab,83.8,15,0.8587022163222643,8.475033808004913,Intermediate
Lab,67.4,45,0.8381291802897064,7.197647575337603,Intermediate
Lab,84.2,25,0.7990080030794517,12.9164329739825,Intermediate
Lab,80.9,45,0.9802842102784713,3.0555397563689937,Intro
Lab,66.8,35,0.8855984870773068,10.77621485242239,Intermediate
Lab,81.7,35,0.7646560809509462,9.660438655713182,Advanced
Lab,87.4,35,0.7482954555673715,9.825872700673644,Intermediate
Lab,78.6,15,1.0110271337047951,8.508636126080807,Intermediate
Lab,71.4,35,0.7764816658492905,16.79699409593617,Advanced
Lab,78.8,15,0.7912870573631341,3.5848300259177943,Advanced
Lab,64.1,15,0.7894109796079162,5.743154453683833,Intro
Lab,84.7,15,0.8964019700806742,6.798915603178704,Advanced
